index,comment,sentiment scores,date
19,"Wee Low Chinese paper said new scheme is to REPLACE the exiting scheme  (allow fully withdraw). 

I surely hope the news is incorrect . Or else all of our life hard earn money will be gone the best case scenario, 50% gone.

Already so old. Can't migrates also. Who wan old man like us. 

Have to wait for next election to bring down this government, hoping next government will abolish this",negative,2025-07-31 16:51:30+00:00
20,"Wee Low lamsum out for business and put back in. Profit profit. But now if they forces everyone to only monthly, that'll be troublesome when it comes to liquidity. Like gate keeping our money. 60yo can't do business anymore, 55 still have chance",neutral,2025-07-31 17:12:48+00:00
21,"Terry Lew that is for voluntariness, this is for mandatory",neutral,2025-07-31 15:46:13+00:00
22,Aloysius Chia ya …I will against it if it turns the current practice to Mandatory!,neutral,2025-08-01 11:46:33+00:00
23,"The question I ask myself is after withdrawing all, where to keep it then? I will just spend it away faster. It makes sense if we are given a choice to withdraw all or prefer it monthly.",neutral,2025-08-01 00:00:59+00:00
24,"Honestly I think KWSP shd give members options to choose instead of mandatory.

Not everybody have same financial direction.

Moreover, this is members life saving...members shd have the option to start enjoy life, not wait till die also cannot enjoy life saving, not everybody can live up to Age 80",neutral,2025-08-01 07:47:41+00:00
25,They can try and see how much deposits will remain.....😅 hahaha,positive,2025-08-03 04:33:40+00:00
26,Sounds like gomen not enough money to go around 🫢,neutral,2025-08-03 14:25:55+00:00
27,The retirees will have the obtion and not EPF. EPF must be aware it is their money and choice.,neutral,2025-07-31 14:43:48+00:00
28,"In my opinion, first of all, it shows govt did not have sufficient fund, secondly, you can't decide what to do with contributors money as a provident in which the lump sum money is to providednto each contributors when they are retired.",negative,2025-07-31 18:17:12+00:00
29,"Cannot lah..want to buy cash for Honda Civic Type R, Harley Davidson Road Glide , SL8 Specialized RB and makan makan steak every week
..😅",neutral,2025-08-01 01:48:54+00:00
30,"I say the best option is by offering options for the retirees, to take or keep growing more interest.",positive,2025-08-01 03:54:01+00:00
31,"Our EPF contribution is our money and we should decide what & how to used it. 
From the earlier day, since we started working and we being told to contribute (compulsory) to our account for retirement purpose and able to withdraw at the age of 55 for All EPF accounts or we can opt for partial depend on our preference once 55. 
Now if under RMK 13 announcement, we need to be lock in a portion of the sum which is unjust to contributors as the original terms and / or conditions was not as it is. 
As a government of the day, u might be able to enact laws or bills but it seem like it has go against the origin intention of setting up EPF on the conditions that able to withdraw all the sum if contributors want to excise their particular right and / or option. 
If the reason(s) that want to help to set aside portion of the sum upon 55 for helping to get monthly income for contributors, it should not make it across the board whether u look like very caring in this issue. 
Emphasis is it should be the options of the contributors and the original conditions when contributors started contribution ages ago that is at the age of 55 contributors have the options. 
Furthermore, some contributors might have better idea how to use the money in investment which return will be higher then the fund given so far as they have their financial literacy o know how and etc. 
Strongly emphasis option be in the hand of contributors or account hold of EPF on what to do with the fund not by government dictate what and how the fund going to be used. 
That is contributors ENTIRE or MAJORITY part of their future Finance",negative,2025-08-01 04:54:02+00:00
32,"Maybe something like allowing 50% on whole and the balance on the monthly pay out… Use the 50% to settle all the debts and enjoy a bit and the balance to get monthly survival…. But of course , need to have good balance in the account for this to happen….",neutral,2025-08-01 09:33:30+00:00
33,"Jun Hong please after i 55year i just want to withdraw all my epf money, i do not agree monthly pay out.",negative,2025-07-31 17:26:55+00:00
34,"😂😂😂, EPF gives out dividend yearly, whereas other funds gives dividends monthly or some daily... power of compounding. Please understand",positive,2025-07-31 17:53:05+00:00
35,Jun Hong keep the option open is best in my opinion,positive,2025-07-31 18:45:04+00:00
36,"Jun Hong if this is set to limited withdrawal and compulsory by law, EPF may lower the dividends or interest pay to accounts. Madani not a stupid govt. They running country like syarikat Sdn. Bhd. 

Worse still if PN or PAS elected, rakyat withdrawal is limited while they dig all our money.",negative,2025-07-31 23:25:46+00:00
37,"Hayati Ramli no need to answer your questions, if you're not happy bring a lawyer to sue me ! Who are you ?",negative,2025-07-31 23:52:54+00:00
38,"Jun Hong it is optional because there is a setting that allow the retirees to perform monthly withdrawal to their account.

I totally disagree that the monthly withdrawal be determined by the management instead of the retiree alone..

When it becomes a policy, it creates a hurdle for withdrawal. Imagine in emergencies cases such as medical needs, what would happen..",negative,2025-08-01 01:53:13+00:00
39,Master Audit i think there should be exemption on withdrawal for medical purposes but enough or not is another question ;),neutral,2025-08-01 02:26:36+00:00
40,"Jun Hong Same thinking but should be optional and not mandatory. End of the day its our money, you mampus your pasal scenario so to all out there think and choose wisely la.",neutral,2025-08-01 02:59:17+00:00
41,S'pore IB,positive,2025-08-01 04:44:56+00:00
42,Master Audit yes what happen to those need money to helping their children sturdy or paying off housing loan.,positive,2025-08-01 10:04:03+00:00
43,Gary Chan hello this is merely an additional option to the lump sum withdrawal. What r u so angry abt?,neutral,2025-07-31 13:18:40+00:00
44,Gary Chan indeed...,positive,2025-07-31 13:22:20+00:00
45,Gary Chan can make an option,positive,2025-07-31 13:29:57+00:00
46,“This would be in addition to the existing lump-sum withdrawal method.” If you clicked the article to read it’s literally in the sub-header. Yeah try clicking and reading the article instead of getting baited just by the article title itself.,neutral,2025-07-31 15:37:33+00:00
47,"Gary Chan got 2 acct la bro. 1 the retoremwnt which cannot withdraw, another is acct 2 which we can withdraw to settle all loans. I kinda agree. Too many scammers especially live scam. Imagine getting divorce at 60 and u have to pay 50% of your assets to your ex? This is to protect you.",neutral,2025-08-04 14:12:12+00:00
48,"Apai Bo Pillai valid point. 1mdb for example. But that's a rare case. Awareness is there la bro. No matter how much awareness campaign u spent, at the end of the they those people will go to gov authorities, polis, sprm bla bla bla.. Then when they cannot help, they blame the gov. So things like this, need to have gov intervention. Cannot leave it at individual level.
There's nothing u loss if they hold your money. U are still getting your money monthly WITH DIVIDEN. Sorry, but I kinda agree with the gov on this. I am atas pagar, not pro any party, most of the gov decision so far was like taik u know, but this idea is good for Malaysian and the country.
It's hard to swallow but it is for the best.",positive,2025-08-05 08:57:54+00:00
49,Dee Loke i heard (not so sure) they allowed withdraw 30k max for specific reason if you choose this montly payment package..,neutral,2025-07-31 14:26:22+00:00
50,Red Siput short vision people won’t think that,neutral,2025-07-31 13:37:03+00:00
51,"Red Siput cpf can use to pay for housing loan. This can 
?",positive,2025-07-31 14:06:51+00:00
52,Red Siput stupid opinion. Epf is the pensioner money let them decide what to do eith their own money after 55.,negative,2025-07-31 15:07:34+00:00
53,Red Siput now scammed by madani,negative,2025-07-31 15:18:05+00:00
54,Red Siput this sounds good,positive,2025-07-31 16:14:59+00:00
55,"Isaac Tsen Yes, can… but not advisable coz EPF dividend is higher than housing loan.",neutral,2025-08-03 08:12:01+00:00
56,Joannazoayu Joannazoayu p,neutral,2025-08-01 05:56:10+00:00
57,Jun Hongthat's fine if you desire to do so. Just don't expect others to want the same thing.,neutral,2025-08-01 11:35:31+00:00
58,康康 fr my understanding is dun think they r stopping anyone fr wifdrawing! I think they r just proposing n option - mthly wifdrawal. Dis shld b left for d contributors 2decide! There isnt a need to force or recommend anyone into doing so. People at dis age surely know wats best for them to do wif their LIFE TIME SAVINGS!!🥰,neutral,2025-08-01 12:35:40+00:00
59,"RAYMOND WEE Yes, when there is a need for approval, there is a possibility for application of withdrawal be rejected..",neutral,2025-08-01 13:11:56+00:00
60,"Jun Hong prefer it to be optional. We're adults, not young and foolish.",neutral,2025-08-01 20:46:15+00:00
61,Jun Hong betul...keluar monthly lebih bagus belanja terkawal..Dr withdraw one off,positive,2025-08-05 08:57:02+00:00
62,Who the he'll to manage my Retirement money..its my money can withdraw after 55 as rules law..,neutral,2025-07-31 15:41:05+00:00
63,When Ai took over + Humanoid.. how EPF to collect? They better be prepare! Great retrenchment on horizon,neutral,2025-07-31 16:14:54+00:00
64,"See how much you have in your account, if 5 mil every year just withdraw the dividends 300k then everything is fine. If have few hundred K up to you want to keep it or withdraw no much difference, The only thing is can do domination.dont need to do will, or you are healthy enough, just enjoy your self, if not so healthy, few hundred K, just missing to feed the doctors and nurses,",neutral,2025-07-31 17:46:14+00:00
65,"Options rather that tell us , after all in OUR money",neutral,2025-07-31 17:18:58+00:00
66,"A friend of mine once told me he wanted to enjoy his epf after 55.  Well he didn't, he died at 55.",negative,2025-08-01 04:27:59+00:00
67,Optional and let contributors to decide whether lump sum or monthly. EPF just giving you advice for better future.,positive,2025-07-31 21:26:53+00:00
68,now berbilliun2 money can be used at their disposal 💪,positive,2025-08-01 05:59:59+00:00
69,"I say let them decide, it’s their hard earned money, at 55yo I’m sure they can decide on their own",neutral,2025-07-31 21:52:43+00:00
70,"Instead of restricting on  withdrawal, educating on financial literacy is more important.",neutral,2025-07-31 22:30:09+00:00
71,Let's see how fast we have a new government after this is implemented.,neutral,2025-07-31 13:31:58+00:00
72,Raymund Pang quick fix measures,positive,2025-08-01 11:15:52+00:00
73,Isham Balqis ramai retiry kena scam skrg...,neutral,2025-08-01 09:51:35+00:00
74,Scott Abdul Saad madonani pe bolehhh Tara check..too many scammers,neutral,2025-08-01 15:42:47+00:00
75,Jeff Tony what to do…my friend died one day after he win million ringgit lottery,neutral,2025-08-01 11:22:40+00:00
76,Yalvenden Moses oh wow…,positive,2025-08-01 12:21:57+00:00
77,Ðęrriçk Yau I definitely will vote for opposition party. Hope this can be revised. Supporting this government could be the biggest mistake,negative,2025-07-31 14:08:05+00:00
78,Isaac Tsen including make the officer who suggested the ideas to have their EPF unwithdrawable until he KO,neutral,2025-07-31 14:25:05+00:00
79,Wee Low KWSP is our money government should ask people permission before implement with own decision,neutral,2025-07-31 23:27:14+00:00
80,"Wee Low the title is a click bait then. It clearly said 'Say goodbye to freedom withdrawals'. That gave the idea that people do not hv the choices as per article. I understand that we need to read the whole thing. Still, it's clickbaiting.",neutral,2025-08-01 01:09:10+00:00
81,Wee Low Good explanation; many people like to jump to conclusions. Having a lump sum of money on hand will lead to unwise spending and possibly getting broke at early retirement.,negative,2025-08-01 01:29:38+00:00
82,Wee Low there isn't anything in the article that says retiree will be given choice. Which part of the article states that?,neutral,2025-08-01 01:55:31+00:00
83,Wee Low What is the difference? Current retirees already have the choice. I think this is a baby step towards making it mandatory,neutral,2025-08-01 03:57:52+00:00
84,Sophia Katrina that is what I was thinking. Now already like that with option. Why highlighted it,neutral,2025-08-01 14:11:36+00:00
85,Wee Low sure so many angry comments due to change,negative,2025-08-01 23:25:22+00:00
86,"I agree with this so much.

If i am not mistaken, currently 70% people spend all their EPF money in 5 years. How are they to support themselves after that ?",negative,2025-07-31 16:01:40+00:00
87,No more bulk withdrawals?,neutral,2025-08-01 12:09:27+00:00
88,"its my money , i suka la!",neutral,2025-07-31 15:06:59+00:00
89,"As usual, all jumping to conclusions without reading the article.",neutral,2025-07-31 13:18:24+00:00
90,Safer as those poor uncle won’t be cheated at the local pubs,positive,2025-08-01 10:51:02+00:00
91,😂 your grandpa money?,neutral,2025-07-31 13:07:07+00:00
92,So conclusion is it now cannot withdraw on age 55??,neutral,2025-08-01 01:01:22+00:00
93,One lump sum or 9.99% interest per annum.,neutral,2025-07-31 14:00:47+00:00
94,"Copying Singapore""s style",positive,2025-08-01 14:34:55+00:00
95,Single if die money goes to ? Y not I take & enjoy myself,neutral,2025-08-01 05:05:42+00:00
96,Follow Mee anuwar's money liao,positive,2025-07-31 13:25:54+00:00
97,"Hafriz Zafrul , gold prize is too high now.",negative,2025-08-01 07:31:18+00:00
98,Hafriz Zafrul like Mr T ?,neutral,2025-08-01 09:54:34+00:00
99,Thomas Tiong sooner or later very high loh..,positive,2025-08-01 10:11:20+00:00
100,"Hafriz Zafrul , when u buy gold , your will lose abt 15 to 20%. As such, if the gold did not appreciate beyond that, you lose.",neutral,2025-08-01 10:46:17+00:00
101,Hafriz Zafrul gold easy to cash when you need it?,positive,2025-08-01 20:45:12+00:00
102,The price of giving 100rm they say give chicken wing but take back whole chicken,neutral,2025-07-31 13:37:20+00:00
103,Yeshhhh.. Singapore style,positive,2025-07-31 13:28:26+00:00
104,I would prefer to draw out all n save in my own savings just in case there's an emergency,neutral,2025-08-03 02:22:31+00:00
105,Then I should put my money in the bank 😂,positive,2025-08-01 01:37:21+00:00
106,Same like Singapore Liao....,neutral,2025-08-01 03:24:54+00:00
107,They could b BROKE! No?,neutral,2025-08-01 12:28:39+00:00
108,"They say option, but headline says Goodbye. 🤦🏽‍♂️",neutral,2025-07-31 13:40:08+00:00
109,Can....but interest  give me 50 percent...on,positive,2025-07-31 15:08:37+00:00
110,Ckp je kwsp xde duit nk bg org klua sekali gus..xpayah pusing2..penat lah..,neutral,2025-07-31 13:21:00+00:00
111,"If you plan to divide EPF into 2 parts, please allow options. Options to choose and decide! DO NOT RESTRICT as mandatory! Let us decide! It's our hard earned money placed in there and we have all the rights to decide with our money!",neutral,2025-08-01 01:01:09+00:00
112,Douglas Goh optional bro. Opt in punya. Not mandatory. Haih..,neutral,2025-08-01 11:27:12+00:00
113,Simon Lim PAP n DAP same way ~,neutral,2025-07-31 14:40:51+00:00
114,Muhammad Ridzuan jenis x baca palatao lebih,positive,2025-07-31 13:25:11+00:00
115,John Lau hehe,positive,2025-07-31 13:31:33+00:00
116,"Muhammad Ridzuan ada yg meminjam lah tuh - atas kertas cantik. Realiti kita tak tau kan, rahsia Kerajaan Malaysia",neutral,2025-07-31 15:08:37+00:00
117,Bích Huyền vietnam pun ade epf,positive,2025-07-31 17:33:09+00:00
118,"Matthew Chan could you further elaborate 
?  Maybe I read wrong. They said split the account into 2 accounts. 1 can with partly 1 can't need to pay monthly. Maybe I got it wrong",neutral,2025-07-31 14:16:42+00:00
119,"Isaac Tsen As usual, some people thought they were the only ones who read the whole article.",neutral,2025-07-31 15:21:45+00:00
120,"Isaac Tsen same...as usual, I read and comment. But this time after I read I find that it is the same as what I read so I cannot comment on what I have read as usually it is the same and as usual I would comment.",neutral,2025-07-31 17:17:52+00:00
121,Matthew Chan exactly...,positive,2025-08-01 00:03:37+00:00
122,Matthew Chan exactly 🤦🏼‍♀️,neutral,2025-08-01 01:46:51+00:00
123,Matthew Chan exactly!,positive,2025-08-01 12:36:33+00:00
124,We can't decide how long can we live .So after 55 we should decide ourselves whether continue to put in EPF to earn interest or withdraw lump sum.,neutral,2025-07-31 14:56:53+00:00
125,"Agree but increase the interest to 8% or 9% if the government feel like helping the retirees to survive. In future, cost of living will be higher. It’s going to be tougher with a small monthly withdrawals of EPF.",neutral,2025-08-04 14:48:21+00:00
126,"Baca betul betul. ""it's in addition....""",positive,2025-07-31 13:12:29+00:00
127,If goverment can guranttee the healthcare of retired people...... No problem....,positive,2025-07-31 13:39:17+00:00
128,Retirees should give higher dividend,positive,2025-07-31 14:48:44+00:00
129,This means the Epf don’t have money for the retires to withdraw and probably suffer investment losses and not transparent in terms of the actual capital inside the account,negative,2025-08-01 15:24:32+00:00
130,Option not mandatory. Its a saving not salary.,neutral,2025-08-05 03:00:25+00:00
131,"one for a retirement lump sum and another for monthly pension payments.

Ok what, for instance you have 200k in total EPF savings- 100k for lump sum, another 100k broken into monthly payouts. While getting monthly payouts, earned dividend would also be added.",positive,2025-08-01 14:08:17+00:00
132,This is the issue of giving unnecessary announcements . Even now it is the same ...you can either with draw full amount upon retirement or on monthly basis.,neutral,2025-07-31 15:55:15+00:00
133,I honestly will prefer monthly payout over lump sums. For long term sustainability. I might die today. I might die when im 100 years old. So i rather have money monthly,positive,2025-08-01 15:32:41+00:00
134,Henry Por Soon Aik the amount of sources we have in Malaysia Oil & gas palm oil Gold..every Malaysian should have free healthcare..,neutral,2025-07-31 14:49:52+00:00
135,Yes,positive,2025-07-31 13:17:05+00:00
136,Aw Calvin 可以放第二户头，放rm500可以拿来买房子,positive,2025-08-01 09:09:24+00:00
137,"Regretting putting money into kwsp , remember that! Not everyone can live until the age 55! Yes it will be leftover to the children spouse etc, but the whole life you been saving and hardworking at the end cant even use it or feel it. Thanks KWSP !",negative,2025-07-31 14:56:59+00:00
138,"selagi ada duit rakyat semua dia sapu buat rolling…mampuih kerajaan madani nie..subsidi tarik, cukai baru tambah…",neutral,2025-08-02 16:38:03+00:00
139,Cer buat banci sokongan kepada pmx skrg 😂😂😂 agaknya brape ramai sokong dia 🤡,positive,2025-08-01 05:47:49+00:00
140,Bagi option..jgn wajibkan..bia kami sendiri buat pilihan nk monthly ke nk lump sum..jgn paksa² org atas hak mrk sendiri...,neutral,2025-07-31 23:32:33+00:00
141,"Good. Avoid scammers and children hoping to get parents' money and ditch them after that.

This is a very good move. Better still if they remove option to withdraw for anything other than housing and medical.",positive,2025-07-31 23:55:45+00:00
142,"That is better, can still earn dividend for the balance too.",positive,2025-07-31 17:38:25+00:00
143,Cakap je lah nak guna duit rakyat nak rolling. Pusing² macam prihatin sangat pulak...,neutral,2025-08-01 14:16:22+00:00
144,Correct way la…our father mother that work got epf but cnot use for daily after they feel too old to work ..as least they can have monthly money to spend everyday..without we as a child worry about them when afar…,positive,2025-08-02 02:22:39+00:00
145,"Fantastic move that will save Malaysians in the long run. Government has the knowledge, skills, etc to ensure We spend our money wisely as well prudently. They should have introduced it years back. Thank you Madani Government  & Thank You PM X",positive,2025-08-01 06:38:50+00:00
146,"I think ths not good move. If u gv lump sump.at that time retire have outstanding housing loan.can settle and be free. If want to do like ths .Ustaz Faiz follow full sgpore step. Including housing payment withdraw by CPF. has medishield
 For medical.if want to do one thg.has many thg need to be decide. Is not that easy. Hope will move smooth.",neutral,2025-07-31 16:37:08+00:00
147,"Naga Merah it is optional,  ada baca ka ?",neutral,2025-08-01 01:08:09+00:00
148,"AWeird Na since you have read it, which part it stated ""optional""?",neutral,2025-08-01 01:22:27+00:00
149,"Naga Merah this issue since 2023 lagi , it is optional sudah diperjelaskan tahun yg sama. Pengeluaran berkala mandatori hanya dalam peringkat kajian dan tiada conclusion up to date. Go read 2023 news",neutral,2025-08-01 01:35:14+00:00
150,AWeird Na hmmm... We read up to date news,neutral,2025-08-01 01:56:57+00:00
151,Naga Merah its a recycle news,neutral,2025-08-01 02:02:23+00:00
152,My money my rights !,neutral,2025-07-31 14:41:34+00:00
153,I prefered Monthly payout.. this is a good step.,positive,2025-08-01 10:48:33+00:00
154,This will be one of good outcome see now day uncle uncle being scam on pencen fund,positive,2025-07-31 14:19:28+00:00
155,Baik 100 year to retired macam Dato M..lagi bagus no need take retired money.semua donate sahaja dengan KWSP.,positive,2025-07-31 13:59:10+00:00
156,I agree. I dont have much anyway. Withdraw slowly.  Hopefully i will not run out of money,neutral,2025-07-31 16:40:27+00:00
157,This move aims to hold on to your hard earned money for another 5 years with a good looking excuse,negative,2025-08-01 10:33:52+00:00
158,As an option okay BUT to replace existing one is not okay....,neutral,2025-08-01 04:42:52+00:00
159,"Don’t give excuse that your are  helping  retireees manage their saving ,,,
Is not your money !!! 😡",negative,2025-08-01 03:02:04+00:00
160,I totally agree,positive,2025-08-04 14:10:14+00:00
161,“Ini duit saya. Suka hati saya lah!” I presume this is what the retirees will say 😁,positive,2025-08-01 08:15:36+00:00
162,"Kevin Lu How from what i get from the internet, it is not as you saw from the highlight. You still can take out all by stages. Just what it mentions is that they're gonna introduce a smarter and better monthly withdrawal mechanism to assist people managing their finances.",neutral,2025-07-31 15:39:46+00:00
163,Lee Ching Hong 天真無邪,neutral,2025-07-31 17:22:39+00:00
164,"Kevin Lu How You can withdraw from EPF before 55 for housing, education, and healthcare",neutral,2025-08-01 01:16:54+00:00
165,Tan Siew Choon Nandacitto agreed,positive,2025-07-31 15:07:45+00:00
166,Free Healthcare for retired government servant,positive,2025-07-31 14:43:19+00:00
167,Apahal,positive,2025-08-01 01:45:22+00:00
168,"Betul tu bila duit banyak tu buat renovate rumah,bawa keluarga umrah, sekali tup tup, faham faham aja lah, jadi buat scheme monthly pay out,but give an option to the EPF contributors which plan they opt to ,so make it easier",positive,2025-07-31 23:35:34+00:00
169,"I am 68 ,would likes to withdraw my CPF money retire in Batam with my wife together wi relatives in Batam...lives in GCB.Nobody can guarantee tomorrow.Life is too short to enjoy.Yrs of hard works,stress,office politic,inflation..looks to new chapter n journey ahead thru our remaining yrs ahead..",positive,2025-07-31 23:49:13+00:00
170,Good plan,positive,2025-08-01 09:19:25+00:00
171,If EPF offers daily compounded interest after 55...,positive,2025-08-01 06:01:10+00:00
172,"Turun Anwar, pembohong!",neutral,2025-07-31 13:36:58+00:00
173,Ko dapat ramal dapat hidup lebih dari 55ker...,positive,2025-07-31 14:53:25+00:00
174,A lot of old man old lady will give away their money to internet lover..they wAnt true love...,neutral,2025-07-31 15:30:44+00:00
175,Good Move!! Discipline 🤙🏽,positive,2025-08-06 08:21:02+00:00
176,哪是他的命，心甘情願.... 沒有對錯。 個人看法，年齡不代表一切。成功也不代表一切...,neutral,2025-07-31 17:38:15+00:00
177,Definitely support this move!! Better and wiser,positive,2025-08-01 02:12:58+00:00
178,Reading is essential,neutral,2025-08-01 03:16:24+00:00
179,"If that is practises, only one term for Anwar and PH.",neutral,2025-08-01 01:50:40+00:00
180,Kerajaan tk boleh pakai ..turun jer anuar ..ganti,positive,2025-08-01 00:01:36+00:00
181,"There goes scammers, china dolls or Vietnam girls swindling old man's money.",negative,2025-07-31 14:37:24+00:00
182,Kwsp have no right to control our money,negative,2025-07-31 15:03:52+00:00
183,"buat pengeluaran monthly ni tak sesuai utk semua org.. 

saya suggest pengeluaran khas (loan rumah) utk org yg dah nak bankrap.. 

sesiapa yg ada rumah dan dah nak bankrap, 
KWSP membenarkan mereka buat pengeluaran utk buat full settlement atau tunggakan hutang.

ramai orang kehilangan rumah (syurga) mereka akibat covid, 
byk syarikat tutup, diorg kena mula semula cari pekerjaan baru dgn basic gaji yg rendah, tak dpt kurangkan komitment, 

end up sangkut byr duit rumah..",neutral,2025-08-01 01:20:51+00:00
184,Epf babi,positive,2025-07-31 14:04:37+00:00
185,musibat ni nak sebat duit pencarum...tu sebab dia cari sebab dengan macam2 alasan bodoh.,neutral,2025-07-31 14:22:57+00:00
186,We are not Singaporean ..nt kena beli rumah kat seberang apply pr baru bole keluar semua,negative,2025-07-31 14:07:22+00:00
187,Leave current status as it is. Ppl do their option. Lump sum withdrawal or monthly withdrawal. Why make things so diificult?,neutral,2025-08-01 05:40:36+00:00
188,"Your retirement money,  you should have the right to decide . Not like Sg CPF, they controlled all monies and keep changing rule to hold your monies as long as your last breath. Your money still in CPF.(Con People Fund)",negative,2025-08-01 00:42:45+00:00
189,It's our hard earned money.. don't play around to scam our money away.. 🤬🤬,negative,2025-07-31 17:25:40+00:00
190,"Sejak diana ross perform, hari2 citer pasal epf cha Mohd NazriMohd RiZal",neutral,2025-08-01 07:32:48+00:00
191,Da macam Singapore,positive,2025-08-01 08:53:56+00:00
192,I support this.,positive,2025-07-31 13:40:33+00:00
193,Say buhbye to epf aka kwsp...,neutral,2025-08-01 20:08:41+00:00
194,Org nk buat keperluan hidup apa nk kawal pulak bodoh nkmampos,positive,2025-08-01 00:00:39+00:00
195,Bila pencen… nganga.. x ada simpanan d hari tua..,positive,2025-07-31 14:18:50+00:00
196,Kita tidak tau berapa lama lagi hidup. Kena check dekat bomoh dulu mau bulan2 ka mok enjoy lump sum. 🤣,neutral,2025-08-01 03:00:52+00:00
197,"Pakcik Arjuna esok menang, semua duit rakyat kami nak sakau!",positive,2025-07-31 19:34:55+00:00
198,It's the retirees money...they have their own rights... What if you die before getting the full pay out?,neutral,2025-07-31 17:16:59+00:00
199,Bad idea by MADANI.,negative,2025-08-01 09:55:00+00:00
200,"This is contributor money, must let them choose and Govt no right to change the regulations withdraw. Must follow 55 years withdraw all.",negative,2025-07-31 17:33:15+00:00
201,"Dulu SARDIN CHAP AYAM RM2, sekarang RM10.50 — tapi KWSP masih nak bagi dividen 6%?

Saya mula mencarum KWSP waktu satu tin Sardin Chap Ayam cuma RM2.00. Hari ini, harga dah cecah RM10.50. Bila saya bersara nanti, adakah duit yang saya simpan cukup untuk beli balik sardin yang sama?

Nilai duit saya dah susut lebih 400%, sedangkan KWSP hanya bagi 6% dividen nominal setahun, dan itu pun belum tolak inflasi.

Kalau inflasi sekitar 4–5% setahun, pulangan sebenar cuma tinggal 1–2%, itu pun kalau ekonomi stabil. Tapi barang naik tiap tahun. Nilai simpanan makin kecil.

Sekarang kerajaan pula nak ‘urus’ dana rakyat lagi — KWSP, GLC, dana pencen. Mereka guna duit kita untuk ‘pembangunan’, tapi akhirnya kita yang tak mampu beli pun sardin Chap Ayam masa pencen nanti.",negative,2025-08-01 00:19:34+00:00
